,Restaurant Url,Restaurant Name,Total reviews,Name,Review,Rating
10,https://www.yelp.ca/biz/katsuya-mississauga-4?osq=Restaurants,Katsuya,184 reviews,Adarsh A.,"Very crispy chicken karaage and the portion for the Katsu is surprisingly good and tastss amazong! The service is fast and good, the decor is very unique which contributes to a good ambiance!",5 star rating
11,https://www.yelp.ca/biz/katsuya-mississauga-4?osq=Restaurants,Katsuya,184 reviews,Soomin S.,This place has very nice dinner aesthetic with lights everywhere! Its my go to dine in place:)  they welcome every guest that walks into the restaurant and provide very good and fast service! Their katsus have many different flavours you can try so i will be back to try all different flavours!They also give discount if you bring cash!! So make sure you have cash on you if you decide to go :),5 star rating
12,https://www.yelp.ca/biz/katsuya-mississauga-4?osq=Restaurants,Katsuya,184 reviews,Lisa S.,"Love love loved Katsuya on my visit during my toronto trip! Wanted to check them out as other fellow yelpers have ranted about this place. so I took a detour to stop by on my way to view the city. I ended up placing an order for pick up so I wouldn't have to stop in to eat while touring the city, Food was ready upon pick up and included utensils and napkins inside. I ended up getting the carbonara and the brick cheese plates. I think I enjoyed and loved the brick cheese ones much more than the carbonara one. The carbonara sauce was lacking in just about everything if you ask me. There was no taste, just a cream sauce, no cheese or nothing! Make sure to get the cheese bricks if you do not know what to get. Staff was friendly and had everything ready for me when I got there. They also let me use the restroom after I paid. DEF a fan and will be coming back for some grub each visit to the 6!",4 star rating
13,https://www.yelp.ca/biz/katsuya-mississauga-4?osq=Restaurants,Katsuya,184 reviews,Ashley N.,"Came in on a Monday around 5:30pm to catch up with a friend. We were seated right away because it was almost empty. Server was great with us and fairly attentive. We ended up staying for about 3 hours and they never pushed us to leave once, even though we were just 2 people at a four person table. It got busier throughout the night, but the servers were so nice. Food was great! I got a pork katsu with the Japanese style sauce. Very crispy breading and juicy meat. I feel like there could've been a little more sauce on the side, just because I found there wasn't enough for the amount of meat I had. The sauce was tangy and sweet, a great complement to the chicken and sesame seeds.Restaurant was clean and well lit. The back wall is a rich, dark colour which helps keep a modern and sleek appearance.",4 star rating
14,https://www.yelp.ca/biz/katsuya-mississauga-4?osq=Restaurants,Katsuya,184 reviews,Courtney C.,"I love this place! A total bang for your bucks! I got their carbonara chicken Katsu and their Japanese pork katsu. The Japanese sauce is average and taste very much like BBQ sauce, nonetheless still very delicious, but the carbonara sauce is to die for! This is definitely my favourite item on their menu. It's super flakey and crispy on the outside mixed in with their creamy carbonara sauce. 5/5I also tried their red carbonara udon! Super saucy, super creamy with a kick! I wished it came with chicken/pork katsu instead of shrimp but still super delicious. 4/5 Lastly, we got the sliver brick cheese katsu. For all you pork and cheese lover out there, this one is for you! 3.5/5",5 star rating
15,https://www.yelp.ca/biz/katsuya-mississauga-4?osq=Restaurants,Katsuya,184 reviews,Stephanie A.,Great portions. Place is always clean and tidy. Service is friendly. Would recommend!,5 star rating
16,https://www.yelp.ca/biz/katsuya-mississauga-4?osq=Restaurants,Katsuya,184 reviews,David N.,"I'm always down for some tasty katsu, so when I was asked to have lunch at Katsuya, I was more than happy to check the place out.We arrived around lunchtime on a recent Saturday and the place was maybe half full. After grabbing a table with rickety, uncomfortable stools, I began perusing their surprisingly extensive menu. I finally decided to go with the Garlic Spicy Katsu (""Spicy katsu complemented with deep-fried fresh garlic"") and I got that with the Pork Loin Katsu option.It arrived a little while later and it looked amazing. I mean, it's fried meat and plentiful gravy. What's not to like?This is one tasty dish. The pork loin was cooked perfectly and was impressively tender, while the curry sauce and the plentiful garlic enhanced the pork considerably. The other components, including rice and a lightly dressed cabbage salad, work well, too.I guess my only complaint would be that the sauce was just a touch sweeter than I would've preferred. I'm not sure why any sugar was added to this but it definitely doesn't need it.I'm excited to come back and try some of their many other variations, that's for sure.",5 star rating
17,https://www.yelp.ca/biz/katsuya-mississauga-4?osq=Restaurants,Katsuya,184 reviews,Stephanie S.,"Review is for takeout!-10% for cash payments, -15% if you're in Markham/North York/Downtown!!!This place is pretty much down the street from my house, but the last time that I visited was a few years ago.  No reason for the delay, but I guess we all overlook places that are close-by!Obviously, not the same experience as I got a takeout, so I'm not even sure if they still offer all-you-can-eat/drink miso soup / shredded cabbage salad for dine-in.  All I know is that they did not serve miso soup due to some ""disruption in supply chain"", but they offered udon soup instead.Certainly, not cheap, but the sauces are GOOD!  And sauces/choice of protein is basically the difference between all the offerings.  You get to choose pork/chicken/fish, then whatever flavour of sauce that you feel like.I ordered the Red Carbonara and it really hit the spot with a nice combo of creamy, tangy, and SPICY.  Yes, there was definitely some heat to it!If you get takeout, eat dish is served in a bento box style takeout container.  There is a separate container for the sauce so your katsu doesn't get soggy and it's more than enough sauce.  The entire bento is a nice, balanced meal - good enough serving for 1 without feeling overstuff...or hungry.Best to order ahead!",4 star rating
18,https://www.yelp.ca/biz/katsuya-mississauga-4?osq=Restaurants,Katsuya,184 reviews,Tiffany C.,"Ordered takeout via uber.Curry was nice and sweet, thick sauce as anticipated with Japanese curries.Pork katsu was well battered and fried. unfortunately was already a bit soggy when I ate it given I couldn't eat it right away and it was delivery. Overall pork was not tough and not dry. One katsu, average size portion. Comes with a few pickled Daikon, Shredded cabbage, and sauce. Overall good sides for your katsu. Miso soup was nice and clean. Good way to cleanse the palate.Overall good quality. Wish i had it fresh so cant gauge when it was crispy, however given I ate it after hours and still kept a good texture and consistency, I can imagine it being very good on arrival!Would love to dine in.",4 star rating
19,https://www.yelp.ca/biz/katsuya-mississauga-4?osq=Restaurants,Katsuya,184 reviews,Erika K.,Very big portions and tastes amazing. Tastes vrry authentic and the sauces taste really good. I enjoyed how they put a twist while maintaining the original taste. Went with my japanese mother who also enhoyed very much. Fast service and a pretty clean store.,4 star rating
20,https://www.yelp.ca/biz/takumi-bbq-and-ramen-mississauga?osq=Restaurants,Takumi BBQ and Ramen,69 reviews,Michelle L.,"Very tasty Japanese BBQ and it shows, there was a huge line for this place! Their sister restaurant which is an attached ramen place didn't have a wait at all lol. They don't take reservations so you have to walk-in and join their digital waitlist. They will text you when your table is ready so you can do other stuff while you wait.Our server, Harry, was really great! He gave great recommendations and was able to tell us how many pieces were in each order. He was very attentive and it was really easy to catch his eye to put in another order. This is important since you have a 2 hour seating limit.Unlike other Japanese AYCE places, they have a lot of side dishes like poke bowls and sushi/maki for order as well! We tried the Takumi signature roll which has cooked beef and even apple in it.Our favourites of the cook-your-own meats were:1. Definitely the rib-eye which was a thicker cut and limited to 2 pieces per guest, 2. Marinated lamb which was thin cut but tasty and cooked quickly, and 3. The sake marinated clams which come in a foil dish for to steam over the grill.",5 star rating
21,https://www.yelp.ca/biz/takumi-bbq-and-ramen-mississauga?osq=Restaurants,Takumi BBQ and Ramen,69 reviews,Sehar A.,"Been on my list of places to try for a looong time.Verdict: it's now been permanently removed from my listThey have a wait list which you have to fill out IN PERSON. So once you arrive, your wait time begins. They don't take reservations or have a virtual wait list which you can join ahead of time.The service was great (once seated), but the food was terrible. There were no seasonings or marinades.Even the ones that are supposed to marinated were bland and lacked any flavour.They also don't have ssamjang or anything to use. They provide salt, pepper, and some green onions if you order the raw meat...and 3 sauces at the table (bbq sauce, bbq dipping liquid, and ponzu) ... but even then, it's extremely bland.I'm seriously doubting all the positive reviews for this place..and if they were from legitimate customers. If they WERE real customers and being honest... they need to try better places lol because if this is ""the best you've ever had""...then I feel very sorry for you lol. Honestly, one can easily buy meat and cook it and it would have been a fraction of the price. I honestly feel like I wasted over $140 for something I could have easily elevated on my own (which I DID ...at the table attempting to make it somewhat edible). All the reviews from people saying 'stop waiting in line for gyubee'...etc clearly haven't tried the food worth having, or may not have cooked it the correct way, but either way...I will ABSOLUTELY wait in line for Gyubee any day! Every single time!Unfortunately I dont think I'll be returning or recommending this place to a single personDefinitely NOT Worth the price.",1 star rating
22,https://www.yelp.ca/biz/takumi-bbq-and-ramen-mississauga?osq=Restaurants,Takumi BBQ and Ramen,69 reviews,Vladan S.,"My experience at Takumi BBQ and Ramen deserves a 4-star review! The flavors were so good that my taste buds did a happy dance, especially when I slurped up their delicious ramen and BBQ steak. Now, let's talk about the elephant in the room - it's a tad on the pricey side, but hey, good food is worth the occasional wallet workout. Over $20 for a 4year old kid is a lot. So, if you're ready to treat yourself and your taste buds to some culinary delight, this place is where it's at!Service was pleasant and quick.",4 star rating
23,https://www.yelp.ca/biz/takumi-bbq-and-ramen-mississauga?osq=Restaurants,Takumi BBQ and Ramen,69 reviews,Anthony Y.,"The service is so quick, I've never had my food come so quick. The waiter was putting my order in live, i wasnt even done ordering and the things I had ordered were already arriving at our table. Most things were pretty good, would come back again.",4 star rating
24,https://www.yelp.ca/biz/takumi-bbq-and-ramen-mississauga?osq=Restaurants,Takumi BBQ and Ramen,69 reviews,Yining D.,"$40 CAD for AYCE Japanese BBQ. There's amazing sides that include sushi, Korean noodles, dessert, etc. my friend and I didn't focus on the side dishes as much so we could eat the meat but the appetizers were plentiful.  The quality of the meat was superb, the service was efficient, and the ambiance of the restaurant was fun and exciting. My friend and I came around 6 pm on a weekday and were seated right away. Do note that there's a set price for the AYCE for Monday - Thursday. The Friday - Sunday price is more expensive. Standouts for me were the sake clams, the garlic shrimp, brisket, taro melona, and the sushi. There's plenty of parking around the area and it's free. I would definitely recommend giving this place a try when you're in the area.",5 star rating
25,https://www.yelp.ca/biz/takumi-bbq-and-ramen-mississauga?osq=Restaurants,Takumi BBQ and Ramen,69 reviews,Michelle K.,"I would definitely consider this place one of the better ayce options in Mississauga. My friends and I came at around 5:45 on a weekday and plenty of seats left. They do not take reservations, so I usually try to go earlier to be seated right away. For our first round, we pretty much ordered all of the beef and pork options along with some appetizers. The food came out all in one round and filled up the whole table. They also have a limit of 2 pieces of ribeye, but the pieces are massive! We had to cut it using scissors provided. I did find some of the marinated meats a bit salty, but my friend seemed to like it so more of a personal preference.Standout dishes: pork cheeks (had a good fat ratio and didn't take long to cook), cheesy mussels (drool... so good), sake calms, and the thick cut pork belly. The service was also very good. The staff came by to change our grill 3 times without us having to flag them down. They also were quite attentive at removing our dishes from the table once we were done. They also did let us know that we were approaching the 2 hour dining limit by giving us a chance to do last call orders.Overall, it is a great place to hang out with friends and do ayce. They also have a great variety of food options that are not meat, so everyone can find something that they like. They do change up the desserts they have. When I went, only the yuzu creme Brulee was available, as well as strawberry/melon melona.",5 star rating
26,https://www.yelp.ca/biz/takumi-bbq-and-ramen-mississauga?osq=Restaurants,Takumi BBQ and Ramen,69 reviews,Maria N.,"We went for our dinner on September 2023! The foods are good with variety choices for BBQ and more such as sushi . The customer service are excellent, the foods were brought out quickly and the table were cleaned out nicely! Special thank you to Karson! He is so  very nice and helpful, he makes our dinner time so enjoyable ! We will come back for sure!",5 star rating
27,https://www.yelp.ca/biz/takumi-bbq-and-ramen-mississauga?osq=Restaurants,Takumi BBQ and Ramen,69 reviews,Kevin C.,"I had doubts about Takumi because they have a big menu - JBBQ, ramen, sushi, everyone's favourite Japanese foods all in one place? It is difficult to maintain a large menu without compromising quality. But I am glad I finally tried this as it did not disappoint. Meat was marinated well and tender, while seafood and veggies were fresh. The servers waste no time in bringing the food to you and we had a great feast.People will compare this to Gyubee as they are around the same price range and are direct competitors. In a way, I like Takumi more as they have more food options that I can grill on, especially seafood. The appetizers are great too for those that do not want to focus on meat, such as Sushi, Bibimbap or Takoyaki. Each round of ordering allowed me to try something new and there were still many things I did not try by the time I got full. Maybe next time.My experience reflects their ""dinner menu"". Also, lines can be long, so come early.Overall, this would become my go-to JBBQ place in Mississauga.",5 star rating
28,https://www.yelp.ca/biz/takumi-bbq-and-ramen-mississauga?osq=Restaurants,Takumi BBQ and Ramen,69 reviews,Maya L.,"Really enjoyed this place, amazing quality and selection of meats and sushi! Was here for All you can eat dinner menu which had a great selection of beef, pork, chicken, various seafood and vegetables. I would highly recommend any of the beef and thin sliced pork belly. The oyster mushrooms was also amazing with the sauce they provided. I was presently surprised by their sushi! We tried all 4 types and they were all amazing :) I would say the only downside is the limited 2 hour seating time. The price was pretty reasonable at around $50/person after tax. Overall a very enjoyable experience!",5 star rating
29,https://www.yelp.ca/biz/takumi-bbq-and-ramen-mississauga?osq=Restaurants,Takumi BBQ and Ramen,69 reviews,Larry L.,"We wanted to try Japanese BBQ for the first time, and I turned to Yelp to help us decide which restaurant to try first.  After a bit of searching, we decided on Takumi Japanese BBQ, chosen from a shortlist of 3 contenders.  There were more Japanese BBQ places than I had expected, which was a good surprise (more options to choose from).It turns out that this restaurant was a good choice for our first Japanese BBQ experience as the food was very good as was the service and atmosphere.The restaurant is in plaza at the corner of Central Parkway and Burnhamthorpe Road, in the place of the former Swiss Chalet, so there was plenty of parking.  First impressions when walking into the restaurant is it is very clean and modern with lots of seating.  As soon as we walked in, we were seated immediately.This was the also the first dine-in experience for me since the beginning of the pandemic and I was a bit concerned about being in an enclosed space for an extended amount of time, however the restaurant was spacious enough and we were seated in the longer tables with no one around us.This is an AYCE restaurant with a variety of meats and vegetables that you grill.  The ones that stood out as being particularly good are the marinated short rib, beef brisket, pork belly, pork shoulder, pork sausage and mushrooms, buttered corn, and the garlic shrimp.  We also had a few orders of the poke bowl, the two make sushi offerings (Fougerite, Buda's Delight), and several appetizers such as the deep fried gyoza, and cold tofu.  The meats were all very good quality and well prepared with minimal seasoning.  The seasoning for the meat comes from the 3 dipping sauces available which were a BBQ sauce, Ponzu and a spicy sauce (not sure what it was called).  The prepared food items were a good addition as they added variety beyond the grilled meat and vegetables.Throughout our dining experience, the service was very friendly, informative on how to use the grill and the wait staff continuously ensured that we had clean grills, offering to switch them several times.I really enjoyed the grill your own meat experience, the restaurant was modern and clean, and the service was fast and friendly.  I would definitely return to this restaurant again.",5 star rating
30,https://www.yelp.ca/biz/door-fiftyfive-mississauga?osq=Restaurants,Door FiftyFive,162 reviews,Claudine S.,"I took my girl for her bday. It was not planned, I did a Google search and we picked this place solely for drinks. When we arrived after 10pm it was packed.  Got a huge table to ourselves..... the night was AMAZEBALLSSSS.... We had the pink panther drink with 2 others siseto and one other I can't remember. With Thyme fries and shrimp calamari deluciousssss. The DJ WAS WICKED.... Definitely going back.",5 star rating
31,https://www.yelp.ca/biz/door-fiftyfive-mississauga?osq=Restaurants,Door FiftyFive,162 reviews,Aneta K.,"honesty, we've been coming from Toronto for special occasions as we celebrate special moments with Port Credit. anyways, server was spectacular but our only order was an appetizer of Brussels sprouts with drinks. black. horrible appetizers. way over burnt black. black. mangers offered a discount for black appetizers is when I was like huh you suck.  treat amazing servers better. management sucks. We didn't tip. getting black, burnt food is not normal.",1 star rating
32,https://www.yelp.ca/biz/door-fiftyfive-mississauga?osq=Restaurants,Door FiftyFive,162 reviews,Jason K.,"Good southern fare, nice ambiance, and a great selection of drinks. This place attracts a diverse crowd and I've used it for everything from dates to nights out with the boys. You could take your mom or dad here if they were cool, but maybe grandma and grandpa might not appreciate it as much -- too hip for them I'd say. Take them to Snug Harbour for overhyped seafood nearby instead!I'd go here more often if it wasn't so out of the way for me living in the northern part of Mississauga. Parking can be sometimes hard to find - the library parking lot nearby is often full at night but it's a large lot so you might get lucky.",4 star rating
33,https://www.yelp.ca/biz/door-fiftyfive-mississauga?osq=Restaurants,Door FiftyFive,162 reviews,Ritu D.,No vegan gluten free items on the menu. I came with the family who ordered burgers and chicken and waffles....they were satisfied.Hubby had the spinach salad and thought it was fine.  The only item on the menu I could have was the spinach salad without the cheese. It was basically a big bowl of spinach and dressing with some red onions and stale walnuts in it. I was not impressed.We sat indoors as it was quite windy but they do have a small patio.I would have liked to have a couple of other options to choose from.,2 star rating
34,https://www.yelp.ca/biz/door-fiftyfive-mississauga?osq=Restaurants,Door FiftyFive,162 reviews,Shaheed S.,Ambience- cool and eclectic 4/5Food- its a remix of BBQ- with plentiful fusion styled sauces that accompanied my wings. Some made sense- others i was confused. Their biscuits were amazing and the mac and cheese was pretty good as well.  3/5Service- I dont know what we did to annoy Kasia other then be a large group (all couples in our 30's) but from the get-go her attention was really hard to get. I felt like we were an obstacle in the way of ending her night. However Kasia did assist in getting us beverages and taking our order and getting us food. She did conveniently forget to mention that they had run out of brisket before hand- and halfway thru a table of 10 ordering is when that update had come. Come on Kasia- that is one of your most popular dishes! you dont think a heads up would be good? Anyways its not her fault or problem that brisket is out right. So we order our food and enjoy the rest of the evening and when it comes to pay. We discover that Kasia also left out another piece of information- that our bills will have auto gratuity of 20%. So every body double tipped. 40% tip. Nice job Kasia? i guess -1/5,2 star rating
35,https://www.yelp.ca/biz/door-fiftyfive-mississauga?osq=Restaurants,Door FiftyFive,162 reviews,Elizabeth S.,"I've been to Port Credit for dinner a handful of times, and today we decided to stop into Door FiftyFive. In search of a patio on a hot day, we got right in. Nicole, our server was wonderful. Always quick with refills, food was out soon after we ordered, and she was very attentive.Being from Buffalo, I am extremely critical of wings. I saw the smoked wings on the menu and decided to try them out. They were great. The honey hot option came with two dipping sauces that offered both a sweet and smokey taste.For entrees, the Peri Peri chicken was more than enough. Delicious mashed potatoes and plentiful pickles (the best part!) The burger was juicy and a great option. I tend to like a crispier fry, so that was my only issue, however they did have good flavor. I'll be back!",4 star rating
36,https://www.yelp.ca/biz/door-fiftyfive-mississauga?osq=Restaurants,Door FiftyFive,162 reviews,Michelle S.,Great place to stop off for some munchies!    They have a shareables menu for $7 which includes a variety of appetizers or shareable.  Salad and sliders were okay.  Chicken sandwich and mozzarella sticks were great!,5 star rating
37,https://www.yelp.ca/biz/door-fiftyfive-mississauga?osq=Restaurants,Door FiftyFive,162 reviews,Nadia A.,"Atmosphere: very casual, seat yourselves,  bar environment but only one TV that wasn't very large DJ plays on weekends after 9pm or whenever the game endsService: mix feeling here the waitress we had was very inattentive, she left us for long periods of time checking on tables beside us but skipping over ours, we had to call her over almost every time we needed something it was very annoying,  to the point another server saw that we were being neglected and came over top help us she was really nice, as well as a man from the bar who saw me looking at the hot sauce wall and brought me some he recommended.Food: mozzarella sticks OMG they were huge. And I loved the breading it was flavorful and had a little kick to it. The wings, somehow we got a whole drumstick lol they were good. The seafood stuffed medallions has a nice creamy sauce note that the medallions have trout stuffed in them so if you don't like trout you may want to skip this dish. Lastly the odb chicken that is served in a bucket over thier thyme fries which is a mixture of regular and sweet potatoes. The chicken was really hot temperature wise and juicy but I found that thereWas WAY to much breading and the breading was salty I took a lot of it off  the pieces of chicken are quite large this meal can feed 2 people.  The gravy tasted like banquet hall gravy lol and the fries were not good and I notice other tables not eating thier fries as well.Overall I do see potential and room for growth if I was in the area again I would be open to giving them another chance. I would probably go for the smoked bbq options next time.",3 star rating
38,https://www.yelp.ca/biz/door-fiftyfive-mississauga?osq=Restaurants,Door FiftyFive,162 reviews,Brittany I.,"Came here last night with one of my girlfriends to catch up for dinner and some drinks. I've heard about this place before, and have been meaning to check it out for some time now. Must I say, this place is AMAZINGGG. I loved every aspect of my experience here. I came to Door FiftyFive on a snowy-blizzardy night, and the only thing I found difficult was the parking. Food- I ordered the platter (as it states it easily feeds two). This ""Boss"" Platter (~$55) included Buttermilk Chicken (2pc.) with amazing gravy, Nachos & Chili, Sausage, Beef, Ribs (8 rack)... if I'm forgetting something... it's probably because I was distracted by the abundance of flavours going on in my mouth (haha!)... no really, it was that good. Everything on that platter was excellent. I was trying to find something to criticize, but for the most part it was amazing. HIGHLY HIGHLY recommend. Also bought a bottle of Malbec on the side ~$29. Service- Excellent. Was very attentive to our table. No complaints. Polite, friendly, and funny! Live music playing in the background. Acoustics! (Such a great atmosphere!!!)Parking- Hard to find. Usually parallel to the side of the street. MUST TRY!",5 star rating
39,https://www.yelp.ca/biz/door-fiftyfive-mississauga?osq=Restaurants,Door FiftyFive,162 reviews,Colanie B.,"I don't drink, so if you find me at a bar, it's because of the food or the 1/2 off appetizers during happy hour.What drew me to this place was the Blackened Shrimp and Gumbo Cheddar Grits. Now let me start off by saying that I hate grits; but I was always curious about the combination of shrimp and grits, especially since they're popular in the South. I LOVE Southern cooking, so I was willing to put aside my previous experience with grits to try something new. Very laid back atmosphere; come in and seat yourself then the waiters in baseball shirts and caps will come along and take your order. Interesting mix of people: business people in suits, Goth girls, and regulars in plaid shirts and jeans. The live music was LOUD so we opted to sit farthest away from the stage. The guitarist was pretty good playing a variety of music from county,  rock and I even heard one of the songs from the movie Breakfast Club.HUBBY AND I SHARED:- Blackened Shrimp and Gumbo (tomato broth) Cheddar Grits which also came with mussels. The mussels were briny (bleh) but tender, the shrimp were meaty but not as fresh as I would like (Hey I'm from Socal) but the grits turned my world upside down! It was love at first bite OH MY MY MY! I would have never imagined that I would be a fan of savoury grits.- The Capone Brisket Sandwich came with a mix of sweet potato and regular potato fries with a side of delicious Smoked Horseradish Alabama Sauce. The brisket was piled high but the meat was on the dry side. It was missing the Jack Daniel's bbq sauce, so I used the sauce that came with the fries. The sandwich combined with sauce had good flavor.  Lots of delicious sounding items on the menu, great atmosphere and a cool mix of people. Whether you come to drink or not, you'll have a good time.",4 star rating
40,https://www.yelp.ca/biz/meet-noodles-mississauga?osq=Restaurants,Meet Noodles,109 reviews,Anne L.,"Trying to stay low carb and decided to see if I could do that at this place Wonton with chicken brothSteamed chicken with chilli sauce Beef skewerLamb skewerShredded tofu skinsHar gow (really I'm just eating the shrimp)Total carb: 9Everything is very delicious and the staff is very nice. From other peoples' pictures the deco is nice, minimalist and and very clean.",5 star rating
41,https://www.yelp.ca/biz/meet-noodles-mississauga?osq=Restaurants,Meet Noodles,109 reviews,Owen R.,WowThe beef sirloin is EXCELLENTgreat noodles and broth Perfect staffDefinite worth the drive to MISSISSAUGA,5 star rating
42,https://www.yelp.ca/biz/meet-noodles-mississauga?osq=Restaurants,Meet Noodles,109 reviews,Ricky C.,I'm so happy this place opened up close by!!! Now we don't have to drive up to markam if youre from the west endThis place has good cosistancy and pricys havent gone too unreasonable. .,5 star rating
43,https://www.yelp.ca/biz/meet-noodles-mississauga?osq=Restaurants,Meet Noodles,109 reviews,Ana L.,"A great every day staple in the area. The servings are large, the food comes out quick and the price is right! What else could you ask for? I often get the peas (chickpeas) and minced meat soup bowl, my husband has gotten the pork belly and braised beef ones. Everything we have tasted is delicious. We've also had their lamb skewers and a little extra chewy than what I'm used to, but still very good. Can't go wrong coming here!",5 star rating
44,https://www.yelp.ca/biz/meet-noodles-mississauga?osq=Restaurants,Meet Noodles,109 reviews,Jackie Y.,"I am just a visitor in the area. I found this restaurant to be stunning good. We also had grilled  pig feet, squid string, and cucumber appetizers. They are all delicious . The honey green tea was also great.",5 star rating
